Model,Station,Horizon,MAE,RMSE,R2,MBE,IA
C1_XGBoost_pfxf,MzOtwoBrzozo,1,1.7201,3.7338,0.9289,-0.2641,0.9815
C1_HGB_pfxf,MzOtwoBrzozo,1,1.7824,3.8446,0.9246,-0.2345,0.9805
C1_XGBoost_pfxf,MzOtwoBrzozo,2,2.6543,5.3875,0.8519,-0.3299,0.9597
C1_HGB_pfxf,MzOtwoBrzozo,2,2.7097,5.522,0.8444,-0.2704,0.9572
C1_XGBoost_pfxf,MzOtwoBrzozo,3,3.1907,6.3378,0.7951,-0.2764,0.9417
C1_HGB_pfxf,MzOtwoBrzozo,3,3.3107,6.5602,0.7804,-0.1353,0.9381
C1_XGBoost_pfxf,MzOtwoBrzozo,4,3.5674,7.005,0.7495,-0.1164,0.9269
C1_HGB_pfxf,MzOtwoBrzozo,4,3.6962,7.3318,0.7256,-0.1018,0.9211
C1_XGBoost_pfxf,MzOtwoBrzozo,5,3.8585,7.5369,0.7098,-0.0042,0.9123
C1_HGB_pfxf,MzOtwoBrzozo,5,3.9563,7.6495,0.701,0.0927,0.9098
C1_XGBoost_pfxf,MzOtwoBrzozo,6,4.1303,7.9545,0.6756,0.1307,0.8994
C1_HGB_pfxf,MzOtwoBrzozo,6,4.1757,7.9518,0.6758,0.276,0.9026
C1_XGBoost_pfxf,MzOtwoBrzozo,7,4.3205,8.2629,0.6478,0.3466,0.8928
C1_HGB_pfxf,MzOtwoBrzozo,7,4.3647,8.2243,0.651,0.3989,0.8939
C1_XGBoost_pfxf,MzOtwoBrzozo,8,4.467,8.4276,0.6324,0.5256,0.8882
C1_HGB_pfxf,MzOtwoBrzozo,8,4.5806,8.6017,0.6171,0.6406,0.8859
C1_XGBoost_pfxf,MzOtwoBrzozo,9,4.6402,8.7194,0.6071,0.7652,0.8833
C1_HGB_pfxf,MzOtwoBrzozo,9,4.7802,8.7937,0.6004,0.8346,0.8814
C1_XGBoost_pfxf,MzOtwoBrzozo,10,4.7822,8.7852,0.6016,0.8063,0.8799
C1_HGB_pfxf,MzOtwoBrzozo,10,4.8455,8.8181,0.5986,0.8318,0.879
C1_XGBoost_pfxf,MzOtwoBrzozo,11,4.8655,8.8403,0.5968,0.8534,0.876
C1_HGB_pfxf,MzOtwoBrzozo,11,5.0067,9.0596,0.5765,0.9888,0.8719
C1_XGBoost_pfxf,MzOtwoBrzozo,12,4.9538,9.0157,0.5816,0.8565,0.8691
C1_HGB_pfxf,MzOtwoBrzozo,12,5.0363,9.1767,0.5666,0.9607,0.8649
C1_XGBoost_pfxf,MzOtwoBrzozo,13,4.9778,9.0911,0.5748,0.878,0.8661
C1_HGB_pfxf,MzOtwoBrzozo,13,5.0527,9.1039,0.5736,0.9053,0.864
C1_XGBoost_pfxf,MzOtwoBrzozo,14,4.981,9.0143,0.5832,0.9539,0.8685
C1_HGB_pfxf,MzOtwoBrzozo,14,5.0892,9.2588,0.5603,0.9352,0.8582
C1_XGBoost_pfxf,MzOtwoBrzozo,15,5.1023,9.1826,0.5695,1.0647,0.8661
C1_HGB_pfxf,MzOtwoBrzozo,15,5.1532,9.277,0.5606,1.0474,0.8592
C1_XGBoost_pfxf,MzOtwoBrzozo,16,5.0967,9.1544,0.5735,1.1045,0.8675
C1_HGB_pfxf,MzOtwoBrzozo,16,5.1871,9.2549,0.564,1.2022,0.8632
C1_XGBoost_pfxf,MzOtwoBrzozo,17,5.1401,9.1966,0.5687,1.1191,0.864
C1_HGB_pfxf,MzOtwoBrzozo,17,5.2135,9.3492,0.5543,1.0492,0.8562
C1_XGBoost_pfxf,MzOtwoBrzozo,18,5.1387,9.1275,0.5729,1.1549,0.867
C1_HGB_pfxf,MzOtwoBrzozo,18,5.2716,9.42,0.545,1.1445,0.855
C1_XGBoost_pfxf,MzOtwoBrzozo,19,5.168,9.1816,0.5662,1.3457,0.8685
C1_HGB_pfxf,MzOtwoBrzozo,19,5.3357,9.502,0.5354,1.3561,0.8581
C1_XGBoost_pfxf,MzOtwoBrzozo,20,5.1876,9.1872,0.5658,1.2672,0.8657
C1_HGB_pfxf,MzOtwoBrzozo,20,5.3181,9.436,0.5419,1.3768,0.8588
C1_XGBoost_pfxf,MzOtwoBrzozo,21,5.2029,9.2761,0.56,1.4112,0.8671
C1_HGB_pfxf,MzOtwoBrzozo,21,5.3671,9.5814,0.5305,1.4259,0.8557
C1_XGBoost_pfxf,MzOtwoBrzozo,22,5.2093,9.4487,0.5453,1.3549,0.8623
C1_HGB_pfxf,MzOtwoBrzozo,22,5.3467,9.62,0.5287,1.3916,0.855
C1_XGBoost_pfxf,MzOtwoBrzozo,23,5.1539,9.4026,0.5489,1.2073,0.8591
C1_HGB_pfxf,MzOtwoBrzozo,23,5.2788,9.5201,0.5376,1.2546,0.8563
C1_XGBoost_pfxf,MzOtwoBrzozo,24,5.1684,9.4234,0.5476,1.1614,0.8563
C1_HGB_pfxf,MzOtwoBrzozo,24,5.219,9.423,0.5476,1.1459,0.8567
