Model,Station,Horizon,MAE,RMSE,R2,MBE,IA
C1_XGBoost_pfxf,MzPiasPulask,1,1.4743,2.7615,0.9213,-0.1314,0.9793
C1_HGB_pfxf,MzPiasPulask,1,1.5091,2.792,0.9196,-0.1255,0.9789
C1_XGBoost_pfxf,MzPiasPulask,2,2.2736,3.9062,0.8425,-0.0707,0.9575
C1_HGB_pfxf,MzPiasPulask,2,2.2946,3.9364,0.8401,-0.089,0.957
C1_XGBoost_pfxf,MzPiasPulask,3,2.7448,4.577,0.7829,0.0208,0.9406
C1_HGB_pfxf,MzPiasPulask,3,2.7554,4.5306,0.7873,-0.0071,0.9415
C1_XGBoost_pfxf,MzPiasPulask,4,3.0358,4.9487,0.7448,0.0588,0.9285
C1_HGB_pfxf,MzPiasPulask,4,3.0909,5.0019,0.7393,0.1434,0.9282
C1_XGBoost_pfxf,MzPiasPulask,5,3.2467,5.2493,0.7111,0.1436,0.9184
C1_HGB_pfxf,MzPiasPulask,5,3.3548,5.4037,0.6939,0.2911,0.9154
C1_XGBoost_pfxf,MzPiasPulask,6,3.442,5.5125,0.6794,0.1976,0.9089
C1_HGB_pfxf,MzPiasPulask,6,3.5146,5.6236,0.6663,0.3496,0.907
C1_XGBoost_pfxf,MzPiasPulask,7,3.5997,5.734,0.6539,0.2716,0.9011
C1_HGB_pfxf,MzPiasPulask,7,3.6693,5.8289,0.6424,0.3812,0.8992
C1_XGBoost_pfxf,MzPiasPulask,8,3.749,5.9897,0.6236,0.3856,0.8933
C1_HGB_pfxf,MzPiasPulask,8,3.8172,6.0777,0.6125,0.5286,0.8913
C1_XGBoost_pfxf,MzPiasPulask,9,3.8365,6.0929,0.6103,0.5509,0.8911
C1_HGB_pfxf,MzPiasPulask,9,3.9282,6.2404,0.5912,0.6901,0.8874
C1_XGBoost_pfxf,MzPiasPulask,10,3.9902,6.3346,0.579,0.8202,0.8833
C1_HGB_pfxf,MzPiasPulask,10,4.1077,6.4859,0.5587,0.896,0.8796
C1_XGBoost_pfxf,MzPiasPulask,11,4.0235,6.3845,0.5734,0.803,0.881
C1_HGB_pfxf,MzPiasPulask,11,4.1395,6.4976,0.5582,0.9227,0.8783
C1_XGBoost_pfxf,MzPiasPulask,12,4.0742,6.4142,0.5709,0.8092,0.8777
C1_HGB_pfxf,MzPiasPulask,12,4.1849,6.5877,0.5474,0.9104,0.8739
C1_XGBoost_pfxf,MzPiasPulask,13,4.1154,6.4882,0.5622,0.8238,0.8758
C1_HGB_pfxf,MzPiasPulask,13,4.2217,6.6222,0.544,0.856,0.8716
C1_XGBoost_pfxf,MzPiasPulask,14,4.2042,6.6515,0.5411,0.8702,0.8704
C1_HGB_pfxf,MzPiasPulask,14,4.2828,6.7601,0.526,0.9539,0.8683
C1_XGBoost_pfxf,MzPiasPulask,15,4.278,6.8045,0.5201,0.9807,0.8657
C1_HGB_pfxf,MzPiasPulask,15,4.3219,6.8572,0.5127,1.0239,0.8654
C1_XGBoost_pfxf,MzPiasPulask,16,4.3042,6.8465,0.5143,1.0397,0.8649
C1_HGB_pfxf,MzPiasPulask,16,4.3477,6.7978,0.5212,1.122,0.8662
C1_XGBoost_pfxf,MzPiasPulask,17,4.3057,6.8156,0.5189,1.0451,0.866
C1_HGB_pfxf,MzPiasPulask,17,4.3017,6.7034,0.5346,1.1518,0.8694
C1_XGBoost_pfxf,MzPiasPulask,18,4.3483,6.8715,0.511,1.1474,0.8652
C1_HGB_pfxf,MzPiasPulask,18,4.3658,6.861,0.5125,1.1578,0.8652
C1_XGBoost_pfxf,MzPiasPulask,19,4.3317,6.7921,0.5225,0.9634,0.862
C1_HGB_pfxf,MzPiasPulask,19,4.3795,6.8461,0.5149,1.1317,0.8645
C1_XGBoost_pfxf,MzPiasPulask,20,4.3224,6.768,0.526,1.0105,0.8633
C1_HGB_pfxf,MzPiasPulask,20,4.3968,6.9034,0.5068,1.1552,0.8628
C1_XGBoost_pfxf,MzPiasPulask,21,4.3431,6.8317,0.5171,1.0319,0.8636
C1_HGB_pfxf,MzPiasPulask,21,4.4476,7.0303,0.4886,1.1797,0.8578
C1_XGBoost_pfxf,MzPiasPulask,22,4.3471,6.816,0.519,1.0284,0.8626
C1_HGB_pfxf,MzPiasPulask,22,4.4721,6.9848,0.4949,1.1601,0.8593
C1_XGBoost_pfxf,MzPiasPulask,23,4.3777,6.841,0.5148,0.9422,0.8577
C1_HGB_pfxf,MzPiasPulask,23,4.4562,6.9554,0.4985,1.1762,0.8589
C1_XGBoost_pfxf,MzPiasPulask,24,4.3871,6.8686,0.5102,0.9857,0.8574
C1_HGB_pfxf,MzPiasPulask,24,4.4195,6.9389,0.5002,1.0663,0.8574
